Member_number,Date,itemDescription,year,month,day,day_of_week
2133,07/05/2014,processed cheese,2014,5,7,2
2359,07/05/2014,whole milk,2014,5,7,2
2359,07/05/2014,instant coffee,2014,5,7,2
2804,07/05/2014,rolls/buns,2014,5,7,2
2804,07/05/2014,brown bread,2014,5,7,2
2931,07/05/2014,pip fruit,2014,5,7,2
2931,07/05/2014,domestic eggs,2014,5,7,2
2931,07/05/2014,seasonal products,2014,5,7,2
3476,07/05/2014,white bread,2014,5,7,2
3476,07/05/2014,fruit/vegetable juice,2014,5,7,2
3629,07/05/2014,red/blush wine,2014,5,7,2
3629,07/05/2014,cream cheese ,2014,5,7,2
3722,07/05/2014,butter,2014,5,7,2
3722,07/05/2014,semi-finished bread,2014,5,7,2
3724,07/05/2014,sweet spreads,2014,5,7,2
3724,07/05/2014,white wine,2014,5,7,2
3959,07/05/2014,hamburger meat,2014,5,7,2
3959,07/05/2014,whipped/sour cream,2014,5,7,2
4307,07/05/2014,yogurt,2014,5,7,2
4307,07/05/2014,shopping bags,2014,5,7,2
4623,07/05/2014,rolls/buns,2014,5,7,2
4623,07/05/2014,salty snack,2014,5,7,2
4656,07/05/2014,liquor,2014,5,7,2
4656,07/05/2014,vinegar,2014,5,7,2
4756,07/05/2014,beef,2014,5,7,2
4756,07/05/2014,whole milk,2014,5,7,2
4894,07/05/2014,whole milk,2014,5,7,2
4894,07/05/2014,brown bread,2014,5,7,2
4956,07/05/2014,mayonnaise,2014,5,7,2
4956,07/05/2014,salt,2014,5,7,2
4956,07/05/2014,bottled water,2014,5,7,2
1055,08/05/2014,pork,2014,5,8,3
1055,08/05/2014,white wine,2014,5,8,3
1461,08/05/2014,other vegetables,2014,5,8,3
1461,08/05/2014,beef,2014,5,8,3
1606,08/05/2014,butter,2014,5,8,3
1606,08/05/2014,red/blush wine,2014,5,8,3
1791,08/05/2014,pork,2014,5,8,3
1791,08/05/2014,cream cheese ,2014,5,8,3
1838,08/05/2014,canned beer,2014,5,8,3
1838,08/05/2014,chocolate,2014,5,8,3
1892,08/05/2014,citrus fruit,2014,5,8,3
1892,08/05/2014,waffles,2014,5,8,3
2421,08/05/2014,bottled beer,2014,5,8,3
2421,08/05/2014,shopping bags,2014,5,8,3
2772,08/05/2014,frozen meals,2014,5,8,3
2772,08/05/2014,pastry,2014,5,8,3
2815,08/05/2014,waffles,2014,5,8,3
2815,08/05/2014,yogurt,2014,5,8,3
3505,08/05/2014,white wine,2014,5,8,3
3505,08/05/2014,soft cheese,2014,5,8,3
3733,08/05/2014,fruit/vegetable juice,2014,5,8,3
3733,08/05/2014,newspapers,2014,5,8,3
3838,08/05/2014,whole milk,2014,5,8,3
3838,08/05/2014,whipped/sour cream,2014,5,8,3
3900,08/05/2014,other vegetables,2014,5,8,3
3900,08/05/2014,curd,2014,5,8,3
3900,08/05/2014,yogurt,2014,5,8,3
3900,08/05/2014,pudding powder,2014,5,8,3
3976,08/05/2014,tropical fruit,2014,5,8,3
3976,08/05/2014,yogurt,2014,5,8,3
4101,08/05/2014,hamburger meat,2014,5,8,3
4101,08/05/2014,margarine,2014,5,8,3
4146,08/05/2014,sausage,2014,5,8,3
4146,08/05/2014,pastry,2014,5,8,3
4191,08/05/2014,citrus fruit,2014,5,8,3
4191,08/05/2014,white bread,2014,5,8,3
4327,08/05/2014,coffee,2014,5,8,3
4327,08/05/2014,soda,2014,5,8,3
4327,08/05/2014,frozen vegetables,2014,5,8,3
4369,08/05/2014,butter milk,2014,5,8,3
4369,08/05/2014,red/blush wine,2014,5,8,3
4385,08/05/2014,meat,2014,5,8,3
4385,08/05/2014,bottled water,2014,5,8,3
4385,08/05/2014,abrasive cleaner,2014,5,8,3
4581,08/05/2014,coffee,2014,5,8,3
4581,08/05/2014,sliced cheese,2014,5,8,3
4669,08/05/2014,specialty chocolate,2014,5,8,3
4669,08/05/2014,domestic eggs,2014,5,8,3
1223,09/05/2014,citrus fruit,2014,5,9,4
1223,09/05/2014,butter,2014,5,9,4
1223,09/05/2014,UHT-milk,2014,5,9,4
1314,09/05/2014,canned beer,2014,5,9,4
1314,09/05/2014,ice cream,2014,5,9,4
1530,09/05/2014,pastry,2014,5,9,4
1530,09/05/2014,sliced cheese,2014,5,9,4
1530,09/05/2014,fruit/vegetable juice,2014,5,9,4
1553,09/05/2014,baking powder,2014,5,9,4
1553,09/05/2014,domestic eggs,2014,5,9,4
1784,09/05/2014,ham,2014,5,9,4
1784,09/05/2014,rolls/buns,2014,5,9,4
2129,09/05/2014,tropical fruit,2014,5,9,4
2129,09/05/2014,condensed milk,2014,5,9,4
2549,09/05/2014,ham,2014,5,9,4
2549,09/05/2014,tropical fruit,2014,5,9,4
2549,09/05/2014,soda,2014,5,9,4
2619,09/05/2014,pot plants,2014,5,9,4
2619,09/05/2014,yogurt,2014,5,9,4
2619,09/05/2014,other vegetables,2014,5,9,4
2824,09/05/2014,pip fruit,2014,5,9,4
2824,09/05/2014,frozen fish,2014,5,9,4
2824,09/05/2014,cling film/bags,2014,5,9,4
3068,09/05/2014,hamburger meat,2014,5,9,4
3068,09/05/2014,dog food,2014,5,9,4
3205,09/05/2014,chewing gum,2014,5,9,4
3205,09/05/2014,soda,2014,5,9,4
3205,09/05/2014,red/blush wine,2014,5,9,4
3335,09/05/2014,fruit/vegetable juice,2014,5,9,4
3335,09/05/2014,canned fish,2014,5,9,4
3335,09/05/2014,light bulbs,2014,5,9,4
3335,09/05/2014,long life bakery product,2014,5,9,4
3524,09/05/2014,hygiene articles,2014,5,9,4
3524,09/05/2014,dessert,2014,5,9,4
3577,09/05/2014,meat,2014,5,9,4
3577,09/05/2014,newspapers,2014,5,9,4
3668,09/05/2014,pip fruit,2014,5,9,4
3668,09/05/2014,pot plants,2014,5,9,4
3737,09/05/2014,other vegetables,2014,5,9,4
3737,09/05/2014,bottled beer,2014,5,9,4
3969,09/05/2014,whole milk,2014,5,9,4
3969,09/05/2014,waffles,2014,5,9,4
3969,09/05/2014,dog food,2014,5,9,4
4160,09/05/2014,chocolate,2014,5,9,4
4160,09/05/2014,soda,2014,5,9,4
4289,09/05/2014,pickled vegetables,2014,5,9,4
4289,09/05/2014,onions,2014,5,9,4
4598,09/05/2014,citrus fruit,2014,5,9,4
4598,09/05/2014,pot plants,2014,5,9,4
4641,09/05/2014,waffles,2014,5,9,4
4641,09/05/2014,cereals,2014,5,9,4
4649,09/05/2014,canned beer,2014,5,9,4
4649,09/05/2014,shopping bags,2014,5,9,4
4653,09/05/2014,fruit/vegetable juice,2014,5,9,4
4653,09/05/2014,rolls/buns,2014,5,9,4
1343,10/05/2014,red/blush wine,2014,5,10,5
1343,10/05/2014,dog food,2014,5,10,5
1607,10/05/2014,other vegetables,2014,5,10,5
1607,10/05/2014,onions,2014,5,10,5
1645,10/05/2014,whole milk,2014,5,10,5
1645,10/05/2014,waffles,2014,5,10,5
1645,10/05/2014,waffles,2014,5,10,5
2231,10/05/2014,citrus fruit,2014,5,10,5
2231,10/05/2014,cake bar,2014,5,10,5
3125,10/05/2014,tropical fruit,2014,5,10,5
3125,10/05/2014,oil,2014,5,10,5
3509,10/05/2014,waffles,2014,5,10,5
3509,10/05/2014,bottled water,2014,5,10,5
3632,10/05/2014,newspapers,2014,5,10,5
3632,10/05/2014,tropical fruit,2014,5,10,5
3683,10/05/2014,shopping bags,2014,5,10,5
3683,10/05/2014,newspapers,2014,5,10,5
3683,10/05/2014,curd,2014,5,10,5
3683,10/05/2014,hard cheese,2014,5,10,5
3871,10/05/2014,rolls/buns,2014,5,10,5
3871,10/05/2014,salty snack,2014,5,10,5
3871,10/05/2014,waffles,2014,5,10,5
3976,10/05/2014,other vegetables,2014,5,10,5
3976,10/05/2014,rolls/buns,2014,5,10,5
3976,10/05/2014,specialty cheese,2014,5,10,5
4007,10/05/2014,salt,2014,5,10,5
4007,10/05/2014,ice cream,2014,5,10,5
4007,10/05/2014,yogurt,2014,5,10,5
4007,10/05/2014,canned beer,2014,5,10,5
4054,10/05/2014,cream cheese ,2014,5,10,5
4054,10/05/2014,whipped/sour cream,2014,5,10,5
4054,10/05/2014,napkins,2014,5,10,5
4107,10/05/2014,frankfurter,2014,5,10,5
4107,10/05/2014,pastry,2014,5,10,5
4178,10/05/2014,soda,2014,5,10,5
4178,10/05/2014,domestic eggs,2014,5,10,5
4314,10/05/2014,sausage,2014,5,10,5
4314,10/05/2014,oil,2014,5,10,5
4314,10/05/2014,whole milk,2014,5,10,5
4316,10/05/2014,beef,2014,5,10,5
4316,10/05/2014,soft cheese,2014,5,10,5
4378,10/05/2014,vinegar,2014,5,10,5
4378,10/05/2014,flour,2014,5,10,5
4649,10/05/2014,rolls/buns,2014,5,10,5
4649,10/05/2014,root vegetables,2014,5,10,5
4659,10/05/2014,frozen dessert,2014,5,10,5
4659,10/05/2014,soda,2014,5,10,5
1053,11/05/2014,chicken,2014,5,11,6
1053,11/05/2014,frozen vegetables,2014,5,11,6
1065,11/05/2014,tropical fruit,2014,5,11,6
1065,11/05/2014,rolls/buns,2014,5,11,6
1070,11/05/2014,cream cheese ,2014,5,11,6
1070,11/05/2014,newspapers,2014,5,11,6
1235,11/05/2014,dog food,2014,5,11,6
1235,11/05/2014,processed cheese,2014,5,11,6
1472,11/05/2014,yogurt,2014,5,11,6
1472,11/05/2014,hygiene articles,2014,5,11,6
1476,11/05/2014,liquor,2014,5,11,6
1476,11/05/2014,UHT-milk,2014,5,11,6
1492,11/05/2014,butter,2014,5,11,6
1492,11/05/2014,whipped/sour cream,2014,5,11,6
1534,11/05/2014,pork,2014,5,11,6
1534,11/05/2014,bottled water,2014,5,11,6
1534,11/05/2014,pastry,2014,5,11,6
1566,11/05/2014,berries,2014,5,11,6
1566,11/05/2014,frozen meals,2014,5,11,6
1700,11/05/2014,pip fruit,2014,5,11,6
1700,11/05/2014,shopping bags,2014,5,11,6
1859,11/05/2014,tropical fruit,2014,5,11,6
1859,11/05/2014,butter milk,2014,5,11,6
1859,11/05/2014,softener,2014,5,11,6
1945,11/05/2014,yogurt,2014,5,11,6
1945,11/05/2014,whipped/sour cream,2014,5,11,6
2319,11/05/2014,beef,2014,5,11,6
2319,11/05/2014,baking powder,2014,5,11,6
2330,11/05/2014,sausage,2014,5,11,6
2330,11/05/2014,processed cheese,2014,5,11,6
2810,11/05/2014,sausage,2014,5,11,6
2810,11/05/2014,frozen meals,2014,5,11,6
2837,11/05/2014,brandy,2014,5,11,6
2837,11/05/2014,soap,2014,5,11,6
2837,11/05/2014,chewing gum,2014,5,11,6
2986,11/05/2014,UHT-milk,2014,5,11,6
2986,11/05/2014,newspapers,2014,5,11,6
2986,11/05/2014,bottled water,2014,5,11,6
3206,11/05/2014,soda,2014,5,11,6
3206,11/05/2014,instant coffee,2014,5,11,6
3251,11/05/2014,beef,2014,5,11,6
3251,11/05/2014,rolls/buns,2014,5,11,6
3308,11/05/2014,tea,2014,5,11,6
3308,11/05/2014,light bulbs,2014,5,11,6
3396,11/05/2014,pork,2014,5,11,6
3396,11/05/2014,bottled beer,2014,5,11,6
3396,11/05/2014,flour,2014,5,11,6
3554,11/05/2014,artif. sweetener,2014,5,11,6
3554,11/05/2014,salty snack,2014,5,11,6
3594,11/05/2014,specialty chocolate,2014,5,11,6
3594,11/05/2014,misc. beverages,2014,5,11,6
3616,11/05/2014,misc. beverages,2014,5,11,6
3616,11/05/2014,cling film/bags,2014,5,11,6
3616,11/05/2014,curd,2014,5,11,6
3629,11/05/2014,citrus fruit,2014,5,11,6
3629,11/05/2014,chocolate,2014,5,11,6
3747,11/05/2014,sausage,2014,5,11,6
3747,11/05/2014,salt,2014,5,11,6
3942,11/05/2014,dish cleaner,2014,5,11,6
3942,11/05/2014,whole milk,2014,5,11,6
3942,11/05/2014,frozen vegetables,2014,5,11,6
3942,11/05/2014,waffles,2014,5,11,6
3968,11/05/2014,bottled beer,2014,5,11,6
3968,11/05/2014,frozen vegetables,2014,5,11,6
4104,11/05/2014,domestic eggs,2014,5,11,6
4104,11/05/2014,curd cheese,2014,5,11,6
4163,11/05/2014,root vegetables,2014,5,11,6
4163,11/05/2014,sugar,2014,5,11,6
4163,11/05/2014,newspapers,2014,5,11,6
4598,11/05/2014,root vegetables,2014,5,11,6
4598,11/05/2014,yogurt,2014,5,11,6
4598,11/05/2014,pickled vegetables,2014,5,11,6
4665,11/05/2014,shopping bags,2014,5,11,6
4665,11/05/2014,cake bar,2014,5,11,6
4967,11/05/2014,soda,2014,5,11,6
4967,11/05/2014,chewing gum,2014,5,11,6
4968,11/05/2014,margarine,2014,5,11,6
4968,11/05/2014,canned vegetables,2014,5,11,6
4974,11/05/2014,root vegetables,2014,5,11,6
4974,11/05/2014,shopping bags,2014,5,11,6
1052,12/05/2014,soda,2014,5,12,0
1052,12/05/2014,hamburger meat,2014,5,12,0
1089,12/05/2014,yogurt,2014,5,12,0
1089,12/05/2014,sauces,2014,5,12,0
1265,12/05/2014,UHT-milk,2014,5,12,0
1265,12/05/2014,canned fish,2014,5,12,0
1265,12/05/2014,root vegetables,2014,5,12,0
1265,12/05/2014,waffles,2014,5,12,0
1741,12/05/2014,specialty chocolate,2014,5,12,0
1741,12/05/2014,candles,2014,5,12,0
2288,12/05/2014,whole milk,2014,5,12,0
2288,12/05/2014,sliced cheese,2014,5,12,0
2661,12/05/2014,other vegetables,2014,5,12,0
2661,12/05/2014,soda,2014,5,12,0
2662,12/05/2014,tropical fruit,2014,5,12,0
2662,12/05/2014,artif. sweetener,2014,5,12,0
2887,12/05/2014,waffles,2014,5,12,0
2887,12/05/2014,specialty bar,2014,5,12,0
3381,12/05/2014,grapes,2014,5,12,0
3381,12/05/2014,coffee,2014,5,12,0
3915,12/05/2014,pip fruit,2014,5,12,0
3915,12/05/2014,soda,2014,5,12,0
3915,12/05/2014,domestic eggs,2014,5,12,0
3947,12/05/2014,cocoa drinks,2014,5,12,0
3947,12/05/2014,red/blush wine,2014,5,12,0
4109,12/05/2014,frozen vegetables,2014,5,12,0
4109,12/05/2014,rolls/buns,2014,5,12,0
4244,12/05/2014,oil,2014,5,12,0
4244,12/05/2014,processed cheese,2014,5,12,0
4471,12/05/2014,whole milk,2014,5,12,0
4471,12/05/2014,cream cheese ,2014,5,12,0
4542,12/05/2014,other vegetables,2014,5,12,0
4542,12/05/2014,soap,2014,5,12,0
4694,12/05/2014,onions,2014,5,12,0
4694,12/05/2014,bottled beer,2014,5,12,0
4694,12/05/2014,yogurt,2014,5,12,0
4694,12/05/2014,rolls/buns,2014,5,12,0
4835,12/05/2014,shopping bags,2014,5,12,0
4835,12/05/2014,margarine,2014,5,12,0
1034,13/05/2014,tropical fruit,2014,5,13,1
1034,13/05/2014,newspapers,2014,5,13,1
1082,13/05/2014,beef,2014,5,13,1
1082,13/05/2014,margarine,2014,5,13,1
1082,13/05/2014,other vegetables,2014,5,13,1
1422,13/05/2014,fruit/vegetable juice,2014,5,13,1
1422,13/05/2014,candy,2014,5,13,1
1666,13/05/2014,pip fruit,2014,5,13,1
1666,13/05/2014,flower (seeds),2014,5,13,1
1702,13/05/2014,pork,2014,5,13,1
1702,13/05/2014,yogurt,2014,5,13,1
1702,13/05/2014,margarine,2014,5,13,1
1847,13/05/2014,root vegetables,2014,5,13,1
1847,13/05/2014,newspapers,2014,5,13,1
1847,13/05/2014,butter,2014,5,13,1
1991,13/05/2014,soda,2014,5,13,1
1991,13/05/2014,newspapers,2014,5,13,1
1991,13/05/2014,long life bakery product,2014,5,13,1
2100,13/05/2014,condensed milk,2014,5,13,1
2100,13/05/2014,yogurt,2014,5,13,1
2138,13/05/2014,curd,2014,5,13,1
2138,13/05/2014,whole milk,2014,5,13,1
2138,13/05/2014,canned beer,2014,5,13,1
2144,13/05/2014,pork,2014,5,13,1
2144,13/05/2014,specialty bar,2014,5,13,1
2218,13/05/2014,sausage,2014,5,13,1
2218,13/05/2014,root vegetables,2014,5,13,1
2623,13/05/2014,fish,2014,5,13,1
2623,13/05/2014,canned beer,2014,5,13,1
2623,13/05/2014,chocolate,2014,5,13,1
2663,13/05/2014,bottled water,2014,5,13,1
2663,13/05/2014,bottled water,2014,5,13,1
2736,13/05/2014,tropical fruit,2014,5,13,1
2736,13/05/2014,napkins,2014,5,13,1
2736,13/05/2014,frozen vegetables,2014,5,13,1
2736,13/05/2014,pastry,2014,5,13,1
3248,13/05/2014,liquor,2014,5,13,1
3248,13/05/2014,chicken,2014,5,13,1
3287,13/05/2014,root vegetables,2014,5,13,1
3287,13/05/2014,other vegetables,2014,5,13,1
3287,13/05/2014,dessert,2014,5,13,1
3609,13/05/2014,specialty bar,2014,5,13,1
3609,13/05/2014,rolls/buns,2014,5,13,1
3716,13/05/2014,pork,2014,5,13,1
3716,13/05/2014,chewing gum,2014,5,13,1
3716,13/05/2014,canned fish,2014,5,13,1
3947,13/05/2014,pip fruit,2014,5,13,1
3947,13/05/2014,newspapers,2014,5,13,1
3953,13/05/2014,red/blush wine,2014,5,13,1
3953,13/05/2014,bottled beer,2014,5,13,1
4005,13/05/2014,rolls/buns,2014,5,13,1
4005,13/05/2014,mustard,2014,5,13,1
4005,13/05/2014,newspapers,2014,5,13,1
4005,13/05/2014,vinegar,2014,5,13,1
4235,13/05/2014,whole milk,2014,5,13,1
4235,13/05/2014,seasonal products,2014,5,13,1
4236,13/05/2014,napkins,2014,5,13,1
4236,13/05/2014,skin care,2014,5,13,1
4330,13/05/2014,beef,2014,5,13,1
4330,13/05/2014,domestic eggs,2014,5,13,1
4461,13/05/2014,cake bar,2014,5,13,1
4461,13/05/2014,white bread,2014,5,13,1
4461,13/05/2014,newspapers,2014,5,13,1
1027,14/05/2014,softener,2014,5,14,2
1027,14/05/2014,salt,2014,5,14,2
1027,14/05/2014,whole milk,2014,5,14,2
1405,14/05/2014,other vegetables,2014,5,14,2
1405,14/05/2014,whole milk,2014,5,14,2
1405,14/05/2014,bottled beer,2014,5,14,2
1618,14/05/2014,root vegetables,2014,5,14,2
1618,14/05/2014,whipped/sour cream,2014,5,14,2
1980,14/05/2014,citrus fruit,2014,5,14,2
1980,14/05/2014,berries,2014,5,14,2
2056,14/05/2014,processed cheese,2014,5,14,2
2056,14/05/2014,canned vegetables,2014,5,14,2
2078,14/05/2014,soda,2014,5,14,2
2078,14/05/2014,shopping bags,2014,5,14,2
2078,14/05/2014,cream cheese ,2014,5,14,2
2176,14/05/2014,pip fruit,2014,5,14,2
2176,14/05/2014,butter,2014,5,14,2
2176,14/05/2014,bottled water,2014,5,14,2
2332,14/05/2014,citrus fruit,2014,5,14,2
2332,14/05/2014,other vegetables,2014,5,14,2
2374,14/05/2014,onions,2014,5,14,2
2374,14/05/2014,soda,2014,5,14,2
2756,14/05/2014,red/blush wine,2014,5,14,2
2756,14/05/2014,canned fish,2014,5,14,2
2776,14/05/2014,specialty cheese,2014,5,14,2
2776,14/05/2014,butter,2014,5,14,2
3252,14/05/2014,whole milk,2014,5,14,2
3252,14/05/2014,rolls/buns,2014,5,14,2
3348,14/05/2014,dessert,2014,5,14,2
3348,14/05/2014,brown bread,2014,5,14,2
3354,14/05/2014,sparkling wine,2014,5,14,2
3354,14/05/2014,female sanitary products,2014,5,14,2
3439,14/05/2014,frozen vegetables,2014,5,14,2
3439,14/05/2014,liquor (appetizer),2014,5,14,2
3782,14/05/2014,whole milk,2014,5,14,2
3782,14/05/2014,butter,2014,5,14,2
3782,14/05/2014,domestic eggs,2014,5,14,2
3960,14/05/2014,curd,2014,5,14,2
3960,14/05/2014,whipped/sour cream,2014,5,14,2
3960,14/05/2014,margarine,2014,5,14,2
4219,14/05/2014,long life bakery product,2014,5,14,2
4219,14/05/2014,butter milk,2014,5,14,2
4817,14/05/2014,UHT-milk,2014,5,14,2
4817,14/05/2014,candles,2014,5,14,2
4817,14/05/2014,yogurt,2014,5,14,2
4817,14/05/2014,salty snack,2014,5,14,2
4876,14/05/2014,yogurt,2014,5,14,2
4876,14/05/2014,tidbits,2014,5,14,2
4932,14/05/2014,pip fruit,2014,5,14,2
4932,14/05/2014,soda,2014,5,14,2
4932,14/05/2014,brown bread,2014,5,14,2
1066,15/05/2014,whole milk,2014,5,15,3
1066,15/05/2014,other vegetables,2014,5,15,3
1107,15/05/2014,beef,2014,5,15,3
1107,15/05/2014,specialty fat,2014,5,15,3
1107,15/05/2014,newspapers,2014,5,15,3
1154,15/05/2014,female sanitary products,2014,5,15,3
1154,15/05/2014,rolls/buns,2014,5,15,3
1267,15/05/2014,butter,2014,5,15,3
1267,15/05/2014,whole milk,2014,5,15,3
1561,15/05/2014,sugar,2014,5,15,3
1561,15/05/2014,coffee,2014,5,15,3
1587,15/05/2014,rolls/buns,2014,5,15,3
1587,15/05/2014,frozen vegetables,2014,5,15,3
1676,15/05/2014,other vegetables,2014,5,15,3
1676,15/05/2014,misc. beverages,2014,5,15,3
1680,15/05/2014,pet care,2014,5,15,3
1680,15/05/2014,dog food,2014,5,15,3
1686,15/05/2014,brown bread,2014,5,15,3
1686,15/05/2014,canned beer,2014,5,15,3
1726,15/05/2014,pastry,2014,5,15,3
1726,15/05/2014,detergent,2014,5,15,3
1770,15/05/2014,specialty bar,2014,5,15,3
1770,15/05/2014,pickled vegetables,2014,5,15,3
2507,15/05/2014,brown bread,2014,5,15,3
2507,15/05/2014,pastry,2014,5,15,3
2507,15/05/2014,canned beer,2014,5,15,3
2778,15/05/2014,soda,2014,5,15,3
2778,15/05/2014,shopping bags,2014,5,15,3
2842,15/05/2014,beef,2014,5,15,3
2842,15/05/2014,soda,2014,5,15,3
3077,15/05/2014,pastry,2014,5,15,3
3077,15/05/2014,curd,2014,5,15,3
3409,15/05/2014,grapes,2014,5,15,3
3409,15/05/2014,whipped/sour cream,2014,5,15,3
3576,15/05/2014,pot plants,2014,5,15,3
3576,15/05/2014,herbs,2014,5,15,3
3647,15/05/2014,whole milk,2014,5,15,3
3647,15/05/2014,cream cheese ,2014,5,15,3
4272,15/05/2014,margarine,2014,5,15,3
4272,15/05/2014,other vegetables,2014,5,15,3
4272,15/05/2014,bottled water,2014,5,15,3
4272,15/05/2014,meat spreads,2014,5,15,3
4342,15/05/2014,pip fruit,2014,5,15,3
4342,15/05/2014,whipped/sour cream,2014,5,15,3
4492,15/05/2014,frozen dessert,2014,5,15,3
4492,15/05/2014,yogurt,2014,5,15,3
4544,15/05/2014,bottled water,2014,5,15,3
4544,15/05/2014,sugar,2014,5,15,3
4544,15/05/2014,candy,2014,5,15,3
4674,15/05/2014,dishes,2014,5,15,3
4674,15/05/2014,salty snack,2014,5,15,3
4743,15/05/2014,soda,2014,5,15,3
4743,15/05/2014,other vegetables,2014,5,15,3
4770,15/05/2014,root vegetables,2014,5,15,3
4770,15/05/2014,pastry,2014,5,15,3
4770,15/05/2014,soda,2014,5,15,3
4813,15/05/2014,soda,2014,5,15,3
4813,15/05/2014,rolls/buns,2014,5,15,3
4957,15/05/2014,misc. beverages,2014,5,15,3
4957,15/05/2014,frozen meals,2014,5,15,3
1053,16/05/2014,waffles,2014,5,16,4
1053,16/05/2014,rolls/buns,2014,5,16,4
1137,16/05/2014,nut snack,2014,5,16,4
1137,16/05/2014,canned beer,2014,5,16,4
1274,16/05/2014,dessert,2014,5,16,4
1274,16/05/2014,rolls/buns,2014,5,16,4
1466,16/05/2014,chocolate,2014,5,16,4
1466,16/05/2014,beverages,2014,5,16,4
1494,16/05/2014,beef,2014,5,16,4
1494,16/05/2014,hard cheese,2014,5,16,4
1494,16/05/2014,soft cheese,2014,5,16,4
1494,16/05/2014,yogurt,2014,5,16,4
1560,16/05/2014,white bread,2014,5,16,4
1560,16/05/2014,salty snack,2014,5,16,4
2633,16/05/2014,bottled water,2014,5,16,4
2633,16/05/2014,other vegetables,2014,5,16,4
2666,16/05/2014,soda,2014,5,16,4
2666,16/05/2014,margarine,2014,5,16,4
3828,16/05/2014,whole milk,2014,5,16,4
3828,16/05/2014,bottled water,2014,5,16,4
3893,16/05/2014,soda,2014,5,16,4
3893,16/05/2014,roll products ,2014,5,16,4
3990,16/05/2014,salty snack,2014,5,16,4
3990,16/05/2014,butter,2014,5,16,4
4292,16/05/2014,bottled beer,2014,5,16,4
4292,16/05/2014,domestic eggs,2014,5,16,4
4292,16/05/2014,brown bread,2014,5,16,4
4292,16/05/2014,chewing gum,2014,5,16,4
4373,16/05/2014,nut snack,2014,5,16,4
4373,16/05/2014,bottled water,2014,5,16,4
1023,17/05/2014,chicken,2014,5,17,5
1023,17/05/2014,frozen meals,2014,5,17,5
1419,17/05/2014,flour,2014,5,17,5
1419,17/05/2014,pastry,2014,5,17,5
1572,17/05/2014,chicken,2014,5,17,5
1572,17/05/2014,margarine,2014,5,17,5
1572,17/05/2014,long life bakery product,2014,5,17,5
1622,17/05/2014,misc. beverages,2014,5,17,5
1622,17/05/2014,shopping bags,2014,5,17,5
2010,17/05/2014,shopping bags,2014,5,17,5
2010,17/05/2014,soda,2014,5,17,5
2024,17/05/2014,margarine,2014,5,17,5
2024,17/05/2014,canned beer,2014,5,17,5
2374,17/05/2014,canned beer,2014,5,17,5
2374,17/05/2014,bottled water,2014,5,17,5
2447,17/05/2014,rolls/buns,2014,5,17,5
2447,17/05/2014,frozen vegetables,2014,5,17,5
2562,17/05/2014,oil,2014,5,17,5
2562,17/05/2014,coffee,2014,5,17,5
2585,17/05/2014,UHT-milk,2014,5,17,5
2585,17/05/2014,soda,2014,5,17,5
2585,17/05/2014,whole milk,2014,5,17,5
2585,17/05/2014,whole milk,2014,5,17,5
2627,17/05/2014,liquor (appetizer),2014,5,17,5
2627,17/05/2014,cat food,2014,5,17,5
3402,17/05/2014,white bread,2014,5,17,5
3402,17/05/2014,coffee,2014,5,17,5
3620,17/05/2014,soda,2014,5,17,5
3620,17/05/2014,berries,2014,5,17,5
3840,17/05/2014,soda,2014,5,17,5
3840,17/05/2014,frozen meals,2014,5,17,5
4052,17/05/2014,UHT-milk,2014,5,17,5
4052,17/05/2014,specialty vegetables,2014,5,17,5
4103,17/05/2014,canned beer,2014,5,17,5
4103,17/05/2014,baking powder,2014,5,17,5
4145,17/05/2014,onions,2014,5,17,5
4145,17/05/2014,pastry,2014,5,17,5
4306,17/05/2014,white bread,2014,5,17,5
4306,17/05/2014,napkins,2014,5,17,5
4480,17/05/2014,frankfurter,2014,5,17,5
4480,17/05/2014,rolls/buns,2014,5,17,5
4480,17/05/2014,jam,2014,5,17,5
4585,17/05/2014,yogurt,2014,5,17,5
4585,17/05/2014,pastry,2014,5,17,5
4586,17/05/2014,rolls/buns,2014,5,17,5
4586,17/05/2014,red/blush wine,2014,5,17,5
